finding_id	report	source_repo	source_paths	finding	disposition	preservation_evidence	future_verification
R06-DOCKET-MAP	06#3	spicy-regs	docs/evidence/court-data-coverage-2026-08-22.md	The full CourtListener docket map measured 71,677,647 rows, 4.67 GiB, and 111 minutes, placed all 10,070,727 clusters, and used a dense unsigned-short court index instead of a Python dictionary.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Rerun with pinned inputs and record row counts, memory, disk, elapsed time, and index-width assumptions.
R06-CL-CAPACITY	06#5	spicy-regs	docs/evidence/court-data-coverage-2026-08-22.md	CourtListener exposed 1,076 objects totaling 1,598.65 GiB; observed client throttling was about 1.77 MiB/s, parallel connections did not improve aggregate rate, one 50.814-GiB dump cost about 8.6 hours, and REST content required authentication.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Treat preserved numbers as dated evidence and rerun a bounded capacity probe before operational planning.
R06-RECAP	06#7	spicy-regs	docs/evidence/court-data-coverage-2026-08-22.md	RECAP had no bulk document dataset; keyless search projected 6-9 hours for about 367,000 rows and fewer than 2 percent of sampled rows had a PDF, supporting a do-not-implement verdict without a token or metadata-only need.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Refresh the upstream product surface before revisiting feasibility; preservation alone does not authorize implementation.
R06-08-FR-COMPLETE	06#8+08#2	spicy-regs	docs/superpowers/specs/2026-08-25-source-native-release-spec.md; src/spicy_regs/federal_register_source_native.py; src/spicy_regs/source_native.py	Federal Register completeness uses bounded windows, recursive cap splitting, ambiguous-single-day refusal, declared page inventories, preserved excluded capped replies, exact split-tree replay, and two identical terminal traversals.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run capped-window, ambiguous-day, inventory-gap, split-replay, and two-pass convergence tests before adoption.
R06-08-MIRR-COMPLETE	06#9+08#2	spicy-regs	docs/superpowers/specs/2026-08-25-source-native-release-spec.md; src/spicy_regs/regulations_gov_source_native.py; src/spicy_regs/source_native_profiles.py	Mirrulations completeness designates the exact complete-snapshot profile, enforces MAX_QUERY_DAYS = 366, seals the exact listing, builds deterministic bounded ZIP evidence packs, refuses ETag, gap, duplicate, and unclassified-object drift, selects newest comment modification time, and refuses exact timestamp ties.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run complete-snapshot designation, 366-day bound, listing, pack-bound, gap, ETag, duplicate, unclassified, newest-comment, and exact-tie fixtures before adoption.
R06-BLOOM	06#10	spicy-regs	docs/scale-architecture-report-2026-08-04.md	The Bloom manifest consumed about 240 MiB while reporting 120 MiB because the local array element was eight bytes, and a false positive could suppress a changed key until full refresh.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Reproduce memory width and changed-key false-positive behavior before choosing any current manifest design.
R06-HOURLY-GAPS	06#11	spicy-regs	docs/scale-architecture-report-2026-08-04.md	Fifteen dropped hourly jobs left 12 agencies un-ingested and HHS about five days stale.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Bind the dated incident to logs if available and add explicit gap and source-staleness checks to any replacement.
R06-ICEBERG-DUP	06#11	spicy-regs	docs/scale-architecture-report-2026-08-04.md	Iceberg deletion left physical duplicate records even after logical deletion.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Reproduce the delete path with pinned engine versions and require physical-duplicate inspection in future validation.
R06-FINALIZE-REREAD	06#11	spicy-regs	docs/scale-architecture-report-2026-08-04.md	Finalization reread the complete artifact tree twice, creating avoidable full-corpus input and output cost.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Profile current finalization against a pinned corpus and prove bounded passes before adopting a replacement.
R06-FR-NO-AGENCY	06#13	spicy-regs	docs/superpowers/specs/2026-08-25-source-native-release-spec.md	The full Federal Register baseline retained 5,871 records with no agency as valid source facts rather than discarding them as invalid.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Reproduce the baseline from pinned inputs and add a no-agency retention fixture before adoption.
R08-REPLAY	08#1	spicy-regs	src/spicy_regs/source_native.py; src/spicy_regs/source_native_store.py	Source-native publication verifies continuity, scope, evidence identity, terminal state, roles, counts, schemas, and bytes, then replays evidence and compares all release digests; external-partition integration is now committed at dc57b34 rather than uncommitted as reported.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run evidence mutation, missing-member, role, count, schema, byte, and replay-digest failures before any adoption.
R08-PUBLIC-TABLE	08#3	spicy-regs	src/spicy_regs/public_table_profiles.py; src/spicy_regs/public_table.py	The public-table path pins one admitted source release, writes deterministic bounded flat Parquet, verifies identity, schema, keys, partitions, ordering, and totals, exposes members to DuckDB, and adopts the first PyIceberg snapshot; it is committed at c00df53.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run deterministic-output, mutation, duplicate-key, partition, order, total, DuckDB, and Iceberg tests before adoption.
R08-BLOB	08#4	spicy-regs	src/spicy_regs/source_native.py; src/spicy_regs/source_native_store.py	Source-native publication uses 64 deterministic buckets, streams through injected blob storage, verifies placement, order, uniqueness, and counts, handles conditional-create races and durable writes, and reconciles physical bytes without requiring reused plus written to equal read; the work is now committed at dc57b34.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run bucket, order, duplicate, race, reuse, durable-write, and byte-accounting fixtures before adoption.
R08-SCHEMAS	08#5	spicy-regs	src/spicy_regs/source_native.py; src/spicy_regs/schemas/source_native_release/1.0/	Nine generated release schemas are unique bytes but add no rule beyond their Python generator; installation refuses membership or byte drift, and the three reported local changes are now committed at dc57b34.	reproducible	spicy-regs@a6ab98aa3582:src/spicy_regs/source_native.py; spicy-regs@a6ab98aa3582:src/spicy_regs/schemas/source_native_release/1.0/	Regenerate twice in a clean installed wheel, compare exact membership and bytes, and keep this reproducibility check separate from preservation closure.
R07-01	07#1	spicy-regs	src/spicy_regs/ontology/receipt.py	Six product tables and their cross-table invariants form one corpus-wide non-ontology acceptance gate.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run each table-level and cross-table invariant over a pinned fixture before adopting the gate.
R07-02	07#2	spicy-regs	src/spicy_regs/ontology/adapters.py; src/spicy_regs/ontology/subjects.py; src/spicy_regs/ontology/segmentation.py	The complete tagging path turns raw source into structure-preserving elements, 19-profile artifacts, and token-bounded hierarchical segments with exact provenance.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Trace one fixture end to end and verify profile coverage, token bounds, hierarchy, and source-coordinate round trips.
R07-03	07#3	spicy-regs	src/spicy_regs/ontology/ledger.py; src/spicy_regs/ontology/receipt.py	Zero tags, rejected output, skipped non-content, and retry exhaustion remain auditable terminal data, and every selected segment reaches exactly one final outcome.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run every negative terminal state plus missing, duplicate, and nonterminal-result refusal fixtures.
R07-04	07#4	spicy-regs	src/spicy_regs/ontology/llm.py	Model execution combines a closed output schema, exact prompt budget, non-retention, application-owned retry history, and unique-exact evidence repair.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run malformed-schema, budget, retention, retry, ambiguous-evidence, and unique-repair fixtures before adoption.
R07-05	07#5	spicy-regs	src/spicy_regs/ontology/ann_index.py	Concept retrieval reuses the expensive dense matrix, memory-maps the ANN graph, seals registry and model identity, and measures recall against the exact mapper.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Rebuild from pinned vectors, verify identity and mmap behavior, and rerun recall against the exact mapper on a sealed set.
R07-06	07#6	spicy-regs	src/spicy_regs/ontology/candidate_channels.py	Boilerplate-aware concept text, dense retrieval, BM25 labels, and vocabulary-blind keyword generation provide independent candidate channels that reduce correlated failures.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run channel ablations and overlap analysis on a blind holdout before selecting any current combination.
R07-07	07#7	spicy-regs	src/spicy_regs/ontology/relation_findings.py	Relation comparison fails closed: unresolved evidence stays unknown, unpaired or disjoint artifacts stay not_comparable, and only accepted source-backed scope-compatible denials become discrepancies.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run unresolved, unpaired, disjoint, unaccepted, unsupported, scope-mismatch, and accepted-denial fixtures.
R07-08	07#8	spicy-regs	src/spicy_regs/ontology/attestations.py	Approval stays separate from generated tables; absence means unreviewed, revocation preserves history by changing one field, and many targets remain an explicit join.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run unreviewed, approve, revoke, history, and multi-target join fixtures before adoption.
R07-09	07#9	spicy-regs	src/spicy_regs/ontology/invariants.py	Small executable assertions preserve append-only behavior and acyclic relations.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run append mutation and cycle-introduction failures against any replacement.
R07-10	07#10	spicy-regs	src/spicy_regs/ontology/codex_cli.py	The Codex CLI adapter constrains a coding agent to tool-free read-only structured output, validates the schema locally, and retains auditable event provenance.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run tool-attempt, write-attempt, malformed-output, local-schema, and event-provenance fixtures in an isolated environment.
R07-11	07#11	spicy-regs	src/spicy_regs/ontology/concepts.py	Automated convergence may merge concepts only within the same facet and source vocabulary; lexical similarity cannot erase distinct vocabulary identities.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run same-vocabulary positive and cross-facet or cross-vocabulary negative collision fixtures.
R07-12	07#12	spicy-regs	src/spicy_regs/ontology/rulespec_release.py	Rulespec compatibility requires proof that the exact published tag is reachable and downloaded schema bytes reproduce the pinned digest; a local declaration is insufficient.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Test missing tag, unreachable tag, byte drift, digest mismatch, and exact published-release success.
R06-CAP-COURT-TEXT	06-captured	spicysearch	research/court-opinions-2026-08-22.md	Primary html_with_citations selection, low plain-text coverage, and the risk of dropping null plain text survive, although the preserved source report and current report differ by 32 plain-text rows.	durable-current-reference	spicysearch@027a79cebf59:research/court-opinions-2026-08-22.md	Reconcile 55,303 versus 55,335 against one pinned source release before reusing the exact count.
R06-CAP-CL	06-captured	DocSpec	tests/test_courtlistener_bulk_source.py	CourtListener listing, immutable candidate capture, ETag checking, and dataset classification survive in current DocSpec tests.	durable-current-reference	DocSpec@444f8ec283a7:tests/test_courtlistener_bulk_source.py	Rerun the pinned tests while keeping parser and capacity findings in separate copied rows.
R06-CAP-CATALOG	06-captured	DocSpec	docs/superpowers/specs/2026-08-05-docspec-standalone-platform-implementation-spec.md; src/docspec/schemas/; src/docspec/adapters/; tests/	Generic source catalogs, sourceStateScope, sourceNativeFacts, exact joins, topic-empty semantics, byte-reuse accounting, and deterministic partition receipts survive in current DocSpec.	durable-current-reference	DocSpec@444f8ec283a7:docs/superpowers/specs/2026-08-05-docspec-standalone-platform-implementation-spec.md; DocSpec@444f8ec283a7:src/docspec/schemas/; DocSpec@444f8ec283a7:src/docspec/adapters/; DocSpec@444f8ec283a7:tests/	Rerun focused schema, join, topic, reuse, and partition-receipt tests without treating generic catalogs as source-acquisition proof.
R06-CAP-SCALE	06-captured	spicysearch	research/deep-sweep-reader-reports/docspec-legacy-tests-fixtures-evidence.md	The 1.47-GB release, 5.36-GB RSS, and 50-times document growth causing 88-times runtime remain in a durable research report.	durable-current-reference	spicysearch@027a79cebf59:research/deep-sweep-reader-reports/docspec-legacy-tests-fixtures-evidence.md	Treat the measurements as dated; rerun with exact inputs and versions before current capacity decisions.
R06-CAP-EXTRACTION	06-captured	spicysearch	research/deep-sweep-reader-reports/spicy-regs-transforms-and-sources.md	Extraction retention floors, Docling loss findings, PDF extractor comparisons, discovery behavior, and source-table behavior survive in a durable research report.	durable-current-reference	spicysearch@027a79cebf59:research/deep-sweep-reader-reports/spicy-regs-transforms-and-sources.md	Rerun named fixtures and tools before using the dated comparisons for a current extractor choice.
R06-CAP-ANN	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	ANN rejection evidence survives in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Reproduce the named benchmark before reconsidering ANN adoption.
R06-CAP-HYPERBOLIC	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	The hyperbolic-subsumption failure survives in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Reproduce the named corpus and scoring conditions before revisiting the method.
R06-CAP-GRAPH	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	Graph-engine measurements survive in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Rerun with pinned graph, engine, and workload before making a current engine decision.
R06-CAP-BODY	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	Corrected body-corpus arithmetic survives in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Recompute from the pinned corpus before quoting a current total.
R06-CAP-RANGE	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	Range-citation behavior survives in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Rerun range fixtures against the current parser before relying on the behavior.
R06-CAP-SEG-RERANK	06-captured	RefSpec; spicysearch	research/repo-traces-2026-08-08/RESEARCH.md; docs/idea-audit.md	Segmentation and reranking results survive in current RefSpec research and the SpicySearch idea audit.	durable-current-reference	RefSpec@3464bda29d08:research/repo-traces-2026-08-08/RESEARCH.md; spicysearch@027a79cebf59:docs/idea-audit.md	Rerun the pinned experiment on a blind holdout before adopting either behavior.
R06-CAP-EVAL-AGG	06-captured	spicysearch	research/deep-sweep-reader-reports/docspec-legacy-tests-fixtures-evidence.md	Aggregate candidate-ablation, relation-exclusion, gold-adjudication, graph-bakeoff, and Rulespec-projection results survive; raw replies and judgments remain separately at risk.	durable-current-reference	spicysearch@027a79cebf59:research/deep-sweep-reader-reports/docspec-legacy-tests-fixtures-evidence.md	Bind aggregates to preserved raw evidence identities before treating them as reproducible proof.
R06-CAP-HOLDOUT	06-captured	spicysearch	evaluation/holdout-labeling/config-freeze.md; evaluation/holdout-labeling/config-freeze.json	Holdout identity, membership digest, blindness rules, and the evaluation boundary survive in current configuration files.	durable-current-reference	spicysearch@027a79cebf59:evaluation/holdout-labeling/config-freeze.md; spicysearch@027a79cebf59:evaluation/holdout-labeling/config-freeze.json	Reverify membership digest and evaluator blindness before every new evaluation campaign.
R06-CAP-LANDING	06-captured	spicysearch	docs/superpowers/plans/2026-08-24-platform-artifact-plan.md	The migration correction to retain docket, document, and comment substring search until equivalent proof survives, and retirement remains unauthorized.	durable-current-reference	spicysearch@027a79cebf59:docs/superpowers/plans/2026-08-24-platform-artifact-plan.md	Require equivalent-result evidence and an explicit retirement decision before removing the old search surface.
R06-BROKEN-SS-EVAL	06-broken-citations	spicysearch	src/spicysearch/validation/query_quality_dataset.py; evaluation/core-query-catalog/quality-v1/README.md; evaluation/core-query-catalog/quality-v1/manifest.json; evaluation/core-query-catalog/quality-v1/filter-capability-matrix.json; evaluation/holdout-labeling/config-freeze.md; evaluation/holdout-labeling/config-freeze.json	Current SpicySearch runtime and evaluation files cite documentation paths that will disappear with the archived SpicyRegs surface.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Inventory every cited target, replace each with a durable location or sealed identity, and run a repository link check.
R06-BROKEN-SS-PLAN	06-broken-citations	spicysearch	docs/superpowers/plans/2026-08-24-platform-artifact-plan.md; docs/history/2026-08-25-platform-artifact-consolidation-review.md; docs/history/2026-08-11-cross-product-reconciliation-recommendations.md; docs/corpus-scale-design.md	Current SpicySearch plans, history, and design prose cite documentation paths that will disappear with the archived SpicyRegs surface.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replace archival path citations with durable snapshots or current references and run a repository link check.
R06-BROKEN-SS-RESEARCH	06-broken-citations	spicysearch	docs/proposal-timeline.md; docs/idea-audit.md; research/cross-repo-insight-sweep-2026-08-21.md; research/nuggets-80-20-2026-08-21.md; research/deep-sweep-reader-reports/docspec-legacy-tests-fixtures-evidence.md; research/deep-sweep-reader-reports/spicy-regs-transforms-and-sources.md	Current SpicySearch research files cite many documentation and table paths that will disappear with the archived SpicyRegs surface.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Map every broken target to the preserved snapshot or a durable current source and run a repository link check.
R06-BROKEN-REFSPEC	06-broken-citations	RefSpec	docs/decisions.md; research/evidence/table3-coverage-2026-08-22.md; research/dropped-gems-survey-2026-08-20.md; research/remaining-work-sweep-2026-08-21.md; research/vocabulary-atlas-relation-candidate-matching-context-2026-08-05.md; research/repo-traces-2026-08-08/RESEARCH.md	Current RefSpec decisions and research cite documentation paths that will disappear with the archived SpicyRegs surface; copies under spicysearch/RefSpec repeat them.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Inventory direct and copied citations, replace targets with durable identities, and run link checks in both trees.
R06-BROKEN-RULESPEC	06-broken-citations	rulespec	CHANGELOG.md; TODO.md; thoughts/reviews/2026-07-24-rulemaking-condition2-adversarial-review.md; thoughts/specs/2026-07-23-us-regulatory-identifiers-and-rulemaking-module.md	Current Rulespec changelog, work list, review, and specification cite documentation paths that will disappear with the archived SpicyRegs surface.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replace archived path citations with durable identities and run a repository link check.
R06-MISSING-DISPOSITION	06-broken-citations	spicysearch	.disposition-v4.md:115; docs/superpowers/plans/2026-08-24-platform-artifact-plan.md:146	The report cites .disposition-v4.md for unauthorized retirement, but that file is absent; the durable platform plan already preserves the no-retirement rule.	superseded	spicysearch@027a79cebf59:docs/superpowers/plans/2026-08-24-platform-artifact-plan.md	Replace the broken citation with the durable plan and do not recreate the missing file.
R08-PROVIDED-RULESPEC	08-provided	rulespec	packages/rulespec-artifacts/src/rulespec_artifacts/_artifact.py	Canonical JSON, schema-family digests, artifact roots and pins, local and external descriptors, manifest accounting, blob verification, semantic-verifier injection, and no-replace directory publication already survive in Rulespec.	durable-current-reference	rulespec@93ae44d906be:packages/rulespec-artifacts/src/rulespec_artifacts/_artifact.py	Rerun current Rulespec artifact tests after any primitive change without claiming source-specific proof.
R08-PROVIDED-DOCSPEC-BLOB	08-provided	DocSpec	src/docspec/adapters/storage.py; src/docspec/adapters/source_catalog_artifact.py	Generic content-addressed blob writes and downstream source-catalog partition, reuse, and publication accounting already survive in DocSpec.	durable-current-reference	DocSpec@444f8ec283a7:src/docspec/adapters/storage.py; DocSpec@444f8ec283a7:src/docspec/adapters/source_catalog_artifact.py	Rerun blob and catalog accounting tests without claiming source-native producer parity.
R08-PROVIDED-DOCSPEC-READ	08-provided	DocSpec	src/docspec/adapters/source_catalog_artifact.py; src/docspec/adapters/spicyregs_source_native.py	DocSpec validates a closed source-native record and rendition stream after admission but neither creates nor independently admits that stream.	durable-current-reference	DocSpec@444f8ec283a7:src/docspec/adapters/source_catalog_artifact.py; DocSpec@444f8ec283a7:src/docspec/adapters/spicyregs_source_native.py	Rerun closed-stream reader tests and keep upstream admission and completeness proofs separate.
R09-I01	09#1	spicy-regs	tests/test_source_native_release.py	A Federal Register interval that still reaches the API cap after narrowing to one day must fail instead of claiming completeness.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run test_capped_single_day_refuses_ambiguous_source_state against any replacement before adoption.
R09-I02	09#2	spicy-regs	tests/test_source_native_release.py	Complete Federal Register publication requires the exact ordered leaf-window inventory; a missing or reordered window invalidates the snapshot.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run missing-window and reordered-window cases against any replacement before adoption.
R09-I03	09#3	spicy-regs	tests/test_source_native_release.py	Publisher verification independently recomputes source counts instead of trusting acquisition claims.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Mutate the acquisition count and prove the publisher refuses it before adopting equivalent behavior.
R09-I04	09#4	spicy-regs	tests/test_regulations_gov_source_native.py	One Regulations.gov enumeration binds listing metadata to the exact object bytes without a second potentially inconsistent listing.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run the single-enumeration metadata-and-bytes case against any replacement.
R09-I05	09#5	spicy-regs	tests/test_regulations_gov_source_native.py	Every enumerated object must still exist with identical metadata when read; disappearance or replacement invalidates completeness.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run missing-object and changed-enumerated-object cases against current DocSpec before adoption.
R09-I06	09#6	spicy-regs	tests/test_regulations_gov_comments_source_native.py	Two comment versions that normalize to the same newest timestamp must be refused rather than selected by incidental order.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run repeated normalized-version ties against the upstream selector and DocSpec adapter.
R09-I07	09#7	spicy-regs	tests/test_relation_exclusion_evaluation_v2.py	Evaluation eligibility requires two distinct complete human reviews bound to the reviewed content.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run one-review, duplicate-reviewer, incomplete-review, and content-digest mismatch cases before adoption.
R09-I08	09#8	spicy-regs	tests/test_relation_exclusion_evaluation_v2.py	A digest-valid review dated after the gate cannot authorize an earlier evaluation.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run future-dated audit records against any current blind-review gate.
R09-I09	09#9	spicy-regs	tests/test_relation_exclusion_evaluation_v2.py	Reviewing a smaller evidence span does not authorize entailment for an unreviewed enclosing span.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run nested-span fixtures and require exact reviewed-boundary authorization.
R09-I10	09#10	spicy-regs	tests/test_relation_exclusion_evaluation_v2.py	A proposed removal remains an event and cannot be combined with a current-state assertion.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run the invalid event-and-current-state hybrid against current Rulespec carriers and any evaluator.
R09-I11	09#11	spicy-regs	tests/test_body_retrieval_corpus.py	An HTTP 200 Cloudflare challenge page is unusable content and must be quarantined instead of sealed.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Replay the preserved interstitial fixture through any current content fetcher.
R09-I12	09#12	spicy-regs	tests/test_body_retrieval_corpus.py	A partial cache cannot silently redefine the universe used for completeness reconciliation.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run partial-cache reconciliation against a separately pinned complete universe.
R09-I13	09#13	spicy-regs	tests/test_body_retrieval_corpus.py	Missing HTTP content type cannot erase a rendition already identified as XML from its source path.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run XML-path-without-content-type dispatch against current DocSpec.
R09-I14	09#14	spicy-regs	tests/test_body_retrieval_corpus.py	Measurement counts encoded zero-width entities as the publisher writes them rather than only decoded Unicode characters.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Reproduce the exact encoded-entity measurement and add an executable current test before reusing the metric.
R09-I15	09#15	spicy-regs	tests/test_bill_subjects.py	Failure on a later page makes the whole paginated bill-subject answer incomplete; it must publish nothing.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run a later-page failure and prove no truncated result is published.
R09-I16	09#16	spicy-regs	tests/test_bill_subjects.py	A 404 is a definitive unavailable-bill answer, distinct from transport failure and from a valid bill with no subjects.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run all three outcome states and verify distinct durable records.
R09-I17	09#17	spicy-regs	tests/test_bill_subjects.py	Negative caching is scoped to a source coverage floor; switching from bulk data to the deeper API must revisit unresolved bills.	copy	source-snapshots/spicy-regs-integrate-payload-prereqs-a6ab98a.tar.gz; source-snapshots/spicy-regs-local-history-2026-08-27.bundle	Run a bulk-miss followed by deeper-carrier success and verify the second request occurs.
